Mfg_Part_Num,Row_Index,Overall_Score,Status,Flagged_Fields,Flag_Reasons,MFR_URL,Consistency_Passed
CBL-1052,753,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
CBL-1401,754,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL2-1583,755,0.713,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AU-1301,756,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF-1206,757,0.671,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL-1248,758,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LB-1863,759,0.805,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AU-1839,760,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
CBL-1020,761,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF2-1482,762,0.713,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB-1496,763,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB-1455,764,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL2-1719,765,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB2-1756,766,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LB-1156,767,0.805,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AU-1170,768,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HV-1819,769,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
DW-1022,770,0.559,needs_review,Manufacturer URL; Series; Material,"Overall confidence score (0.56) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL, Series, Material",None,True
FAS2-1923,771,0.570,needs_review,Manufacturer URL,Overall confidence score (0.57) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
VLV-1485,772,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL-1151,773,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF-1911,774,0.693,needs_review,Manufacturer URL,Overall confidence score (0.69) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF-1308,775,0.671,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF2-1088,776,0.713,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
VLV-1792,777,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LG-1551,778,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PL2-1641,779,0.671,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF2-1446,780,0.713,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT-1247,781,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1665,782,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HT-1148,783,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HV-1664,784,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
RF-1492,785,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
TOOL2-1214,786,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
VLV-1027,787,0.675,needs_review,Manufacturer URL,Overall confidence score (0.68) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AU-1192,788,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
RF-1712,789,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
RF-1859,790,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HV-1114,791,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL-1195,792,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL-1014,793,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LB-1138,794,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT-1128,795,0.693,needs_review,Manufacturer URL,Overall confidence score (0.69) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
DW-1089,796,0.659,needs_review,Manufacturer URL; Series,"Overall confidence score (0.66) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL, Series",None,True
HV-1309,797,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
CBL-1894,798,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT-1691,799,0.693,needs_review,Manufacturer URL,Overall confidence score (0.69) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT-1706,800,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
RF-1826,801,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HT-1707,802,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
RF-1369,803,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
DW-1631,804,0.659,needs_review,Manufacturer URL; Series,"Overall confidence score (0.66) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL, Series",None,True
EL2-1633,805,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
RF-1310,806,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
ADH-1498,807,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
DW-1743,808,0.659,needs_review,Manufacturer URL; Series,"Overall confidence score (0.66) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL, Series",None,True
AU-1977,809,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PL2-1762,810,0.671,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1673,811,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF-1414,812,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PL2-1708,813,0.671,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
ADH-1471,814,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AU-1488,815,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HV-1671,816,0.778,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
BM-1175,817,0.778,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PL2-1013,818,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LG-1119,819,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL2-1404,820,0.693,needs_review,Manufacturer URL,Overall confidence score (0.69) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HT-1005,821,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
RF-1018,822,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT2-1547,823,0.693,needs_review,Manufacturer URL,Overall confidence score (0.69) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1918,824,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
DW-1108,825,0.559,needs_review,Manufacturer URL; Series; Material,"Overall confidence score (0.56) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL, Series, Material",None,True
AB2-1689,826,0.671,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT-1265,827,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FAS2-1618,828,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HV-1764,829,0.778,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FAS2-1080,830,0.570,needs_review,Manufacturer URL,Overall confidence score (0.57) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FA-1189,831,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
UNK-9005,832,0.333,needs_review,Manufacturer URL,Overall confidence score (0.33) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LG-1191,833,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FAS2-1829,834,0.570,needs_review,Manufacturer URL,Overall confidence score (0.57) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
MW-1912,835,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL2-1271,836,0.694,needs_review,Manufacturer URL,Overall confidence score (0.69) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FA-1827,837,0.712,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PL-1638,838,0.713,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1460,839,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
TOOL2-1686,840,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL-1775,841,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
VLV-1465,842,0.675,needs_review,Manufacturer URL,Overall confidence score (0.68) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
ADH-1741,843,0.778,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
DW-1601,844,0.559,needs_review,Manufacturer URL; Series; Material,"Overall confidence score (0.56) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL, Series, Material",None,True
VLV-1321,845,0.694,needs_review,Manufacturer URL,Overall confidence score (0.69) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT2-1304,846,0.693,needs_review,Manufacturer URL,Overall confidence score (0.69) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
BM-1721,847,0.761,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
ADH-1426,848,0.778,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
TOOL2-1899,849,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
DW-1878,850,0.659,needs_review,Manufacturer URL; Series,"Overall confidence score (0.66) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL, Series",None,True
FAS2-1402,851,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HV-1186,852,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HT-1805,853,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
BM-1183,854,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HV-1473,855,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HT-1677,856,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
ADH-1758,857,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
CBL-1116,858,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PL2-1016,859,0.671,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
ADH-1515,860,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL-1787,861,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FA-1083,862,0.731,needs_review,Manufacturer URL,Overall confidence score (0.73) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
VLV-1599,863,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PL2-1260,864,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
BM-1363,865,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
FAS2-1259,866,0.570,needs_review,Manufacturer URL,Overall confidence score (0.57) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1832,867,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT-1882,868,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
TOOL2-1737,869,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF-1676,870,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1475,871,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF2-1096,872,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PL2-1422,873,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HT-1435,874,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
CBL-1522,875,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
RF-1110,876,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LG-1913,877,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL2-1046,878,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HV-1078,879,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
RF-1564,880,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HV-1048,881,0.778,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
UNK-9007,882,0.333,needs_review,Manufacturer URL,Overall confidence score (0.33) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
LB-1302,883,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF-1437,884,0.693,needs_review,Manufacturer URL,Overall confidence score (0.69) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
TOOL2-1535,885,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PL-1254,886,0.713,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HT-1861,887,0.731,needs_review,Manufacturer URL,Overall confidence score (0.73) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
RF-1892,888,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
ADH-1700,889,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HT-1130,890,0.750,needs_review,Manufacturer URL,Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HT-1152,891,0.731,needs_review,Manufacturer URL,Overall confidence score (0.73) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
CBL-1307,892,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
JN-1489,893,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT2-1951,894,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF-1081,895,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB2-1447,896,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
DW-1479,897,0.559,needs_review,Manufacturer URL; Series; Material,"Overall confidence score (0.56) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL, Series, Material",None,True
PL-1297,898,0.713,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
HT-1085,899,0.731,needs_review,Manufacturer URL,Overall confidence score (0.73) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL-1537,900,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PL-1958,901,0.713,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
EL-1644,902,0.714,needs_review,Manufacturer URL,Overall confidence score (0.71) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB2-1539,903,0.570,needs_review,Manufacturer URL,Overall confidence score (0.57) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB2-1507,904,0.600,needs_review,Manufacturer URL,Overall confidence score (0.60) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
SF-1158,905,0.642,needs_review,Manufacturer URL,Overall confidence score (0.64) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
PT-1730,906,0.693,needs_review,Manufacturer URL,Overall confidence score (0.69) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
AB2-1702,907,0.570,needs_review,Manufacturer URL,Overall confidence score (0.57) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
CBL-1663,908,0.667,needs_review,Manufacturer URL,Overall confidence score (0.67) below threshold (0.75); Unverified Manufacturer URL (HTTP status: N/A); Missing critical fields: Manufacturer URL,None,True
