MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,10,Tools,Power Tools,Grinders,1515810,TOOL2-1384,TOOL2-1384 M12 ANGLE GRINDER KIT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,TOOL2-1384,,Tools & Power Tools & Grinders,"UNRESOLVED — needs manual review, Grinders, TOOL2-1384",GRINDERS TOOL2-1384 12 V VOLTAGE M12 BAT,"UNRESOLVED — needs manual review TOOL2-1384 Grinders, 12","UNRESOLVED — needs manual review Grinders, TOOL2-1384, 12 V Voltage, M12, Angle Grinder, Kit",Grinders,,,,,,,,,,,,,,,,,,,,,,,,,,,Grinders,Voltage,12,V,Battery Platform,M12,,Tool Type,Angle Grinder,,Kit Type,Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,11,Automotive,Batteries,AGM Batteries,1515811,AU-1038,AU-1038 12V AGM BATTERY GRP 35 604CCA,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Interstate,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,AU-1038,,Automotive & Batteries & AGM Batteries,"UNRESOLVED — needs manual review, AGM Batteries, AU-1038",AGM BATTERIES AU-1038 12 V VOLTAGE AGM B,"UNRESOLVED — needs manual review AU-1038 AGM Batteries, 12","UNRESOLVED — needs manual review AGM Batteries, AU-1038, 12 V Voltage, AGM, 35, 604 CCA Cold Cranking Amps",AGM Batteries,,,,,,,,,,,,,,,,,,,,,,,,,,,AGM Batteries,Voltage,12,V,Battery Type,AGM,,Group Size,35,,Cold Cranking Amps,604,CCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,12,Lighting,Commercial Lighting,LED Flat Panels,1515812,LB-1288,LB-1288 LED FLAT PANEL 2X2 40W 4000K,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Signify NA,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,LB-1288,,Lighting & Commercial Lighting & LED Flat Panels,"UNRESOLVED — needs manual review, LED Flat Panels, LB-1288",LED FLAT PANELS LB-1288 40 W WATTAGE 400,"UNRESOLVED — needs manual review LB-1288 LED Flat Panels, 40","UNRESOLVED — needs manual review LED Flat Panels, LB-1288, 40 W Wattage, 4000 K Color Temperature, LED, Flat Panel, 2X2 ft Dimensions",LED Flat Panels,,,,,,,,,,,,,,,,,,,,,,,,,,,LED Flat Panels,Wattage,40,W,Color Temperature,4000,K,Technology,LED,,Fixture Type,Flat Panel,,Dimensions,2X2,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,13,Lighting,Commercial Lighting,LED Flat Panels,1515813,LB-1057,LB-1057 LED FLAT PANEL 2X4 50W 3500K,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Philips Lighting,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,LB-1057,,Lighting & Commercial Lighting & LED Flat Panels,"UNRESOLVED — needs manual review, LED Flat Panels, LB-1057",LED FLAT PANELS LB-1057 50 W WATTAGE 350,"UNRESOLVED — needs manual review LB-1057 LED Flat Panels, 50","UNRESOLVED — needs manual review LED Flat Panels, LB-1057, 50 W Wattage, 3500 K Color Temperature, LED, Flat Panel, 2X4 ft Dimensions",LED Flat Panels,,,,,,,,,,,,,,,,,,,,,,,,,,,LED Flat Panels,Wattage,50,W,Color Temperature,3500,K,Technology,LED,,Fixture Type,Flat Panel,,Dimensions,2X4,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,14,Tools,Power Tools,Circular Saws,1515814,PT2-1511,PT2-1511 10IN CIRC SAW 15A CORDED,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita USA,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,PT2-1511,,Tools & Power Tools & Circular Saws,"UNRESOLVED — needs manual review, Circular Saws, PT2-1511",CIRCULAR SAWS PT2-1511 15 A AMPERAGE 10,UNRESOLVED — needs manual review PT2-1511 Circular Saws,"UNRESOLVED — needs manual review Circular Saws, PT2-1511, 15 A Amperage, 10 in Blade Size, Corded",Circular Saws,,,,,,,,,,,,,,,,,,,,,,,,,,,Circular Saws,Amperage,15,A,Blade Size,10,in,Power Source,Corded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,15,Lighting,Bulbs,LED Bulbs,1515815,LB-1445,LB-1445 A19 LED 12W 4000K DIM 6PK,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Signify NA,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,LB-1445,,Lighting & Bulbs & LED Bulbs,"UNRESOLVED — needs manual review, LED Bulbs, LB-1445",LED BULBS LB-1445 12 W WATTAGE 4000 K CO,"UNRESOLVED — needs manual review LB-1445 LED Bulbs, 12","UNRESOLVED — needs manual review LED Bulbs, LB-1445, 12 W Wattage, 4000 K Color Temperature, 6, A19, A19, LED, Dimmable, 6 ct Pack Quantity",LED Bulbs,,,,,,,,,,,,,,,,,,,,,,,,,,,LED Bulbs,Wattage,12,W,Color Temperature,4000,K,Quantity,6,,Base Type,A19,,Bulb Shape,A19,,Technology,LED,,Features,Dimmable,,Pack Quantity,6,ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,16,Safety,Hand Protection,Disposable Gloves,1515816,SF2-1667,SF2-1667 NITRILE GLOVE PF SM 100CT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Ansell,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,SF2-1667,,Safety & Hand Protection & Disposable Gloves,"UNRESOLVED — needs manual review, Disposable Gloves, SF2-1667Small",DISPOSABLE GLOV SF2-1667 NITRILE MATERIA,"UNRESOLVED — needs manual review SF2-1667 Disposable Gloves, Nitrile, Small","UNRESOLVED — needs manual review Disposable Gloves, SF2-1667, Nitrile, Powder-Free, Small, 100 ct Quantity","Disposable Gloves, Nitrile, Small",,,,,,,,,,,,,,,,,,,,,,,,,,,Disposable Gloves,Material,Nitrile,,Features,Powder-Free,,Size,Small,,Quantity,100,ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,17,Electrical,Wire & Cable,Data Cable,1515817,CBL-1222,CBL-1222 CAT5 CABLE 500FT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Belden,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,CBL-1222,,Electrical & Wire & Cable & Data Cable,"UNRESOLVED — needs manual review, Data Cable, CBL-1222",DATA CABLE CBL-1222 500 FT LENGTH 500 BE,UNRESOLVED — needs manual review CBL-1222 Data Cable,"UNRESOLVED — needs manual review Data Cable, CBL-1222, 500 ft Length, 500, CAT5",Data Cable,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Cable,Length,500,ft,Beam Distance,500,,Cable Type,CAT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,18,Safety,Hand Protection,Disposable Gloves,1515818,SF2-1521,SF2-1521 NITRILE GLOVES PF XL 100CT,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Ansell Ltd,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,SF2-1521,,Safety & Hand Protection & Disposable Gloves,"UNRESOLVED — needs manual review, Disposable Gloves, SF2-1521Extra Large",DISPOSABLE GLOV SF2-1521 NITRILE MATERIA,"UNRESOLVED — needs manual review SF2-1521 Disposable Gloves, Nitrile, Extra Large","UNRESOLVED — needs manual review Disposable Gloves, SF2-1521, Nitrile, Powder-Free, Extra Large, 100 ct Quantity","Disposable Gloves, Nitrile, Extra Large",,,,,,,,,,,,,,,,,,,,,,,,,,,Disposable Gloves,Material,Nitrile,,Features,Powder-Free,,Size,Extra Large,,Quantity,100,ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,19,Plumbing,Fittings & Valves,Ball Valves,1515819,VLV-1813,VLV-1813 3/4IN BALL VLV BRZ THD,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Eaton Corp,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,VLV-1813,,Plumbing & Fittings & Valves & Ball Valves,"UNRESOLVED — needs manual review, Ball Valves, VLV-18133/4",BALL VALVES VLV-1813 3/4 IN SIZE BALL VA,"UNRESOLVED — needs manual review VLV-1813 Ball Valves, Bronze, 3/4","UNRESOLVED — needs manual review Ball Valves, VLV-1813, 3/4 in Size, Ball Valve, Bronze, Threaded","Ball Valves, Bronze, 3/4",,,,,,,,,,,,,,,,,,,,,,,,,,,Ball Valves,Size,3/4,in,Valve Type,Ball Valve,,Material,Bronze,,Connection Type,Threaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20,Appliances,Large Appliances,Dishwashers,1515820,DW-1040,DW-1040 TOP CONTROL DISHWASHER 55 dBA STAINLESS STEEL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,LG Electronics,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,DW-1040,,Appliances & Large Appliances & Dishwashers,"UNRESOLVED — needs manual review, Dishwasher, DW-1040, Built-in Mounting",DISHWASHER BLTLN SST SST 120V 15A 55DBA,"UNRESOLVED — needs manual review® DW-1040 Dishwasher, Built-in Mounting, Stainless Steel","UNRESOLVED — needs manual review® Dishwasher, 120 V, 15 A, Built-in Mounting, 55 dBA Sound Level, Stainless Steel, Stainless Steel, Additional Information: Top control dishwasher","Dishwasher, Built-in Mounting, Stainless Steel, Stainless Steel",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwashers,Series,,,Model,,,Number of Wash Cycles,,,Voltage Rating,120,V,Amperage Rating,15,A,Mounting Type,Built-in,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,55,dBA,Material,Stainless Steel,,Color,Stainless Steel,,Additional Information,Top control dishwasher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,21,Janitorial,Floor Care,Mops,1515821,JN-1849,JN-1849 24IN MICROFIBER FLAT MOP,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Rubbermaid,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,JN-1849,,Janitorial & Floor Care & Mops,"UNRESOLVED — needs manual review, Mops, JN-184924",MOPS JN-1849 24 IN SIZE MICROFIBER MATER,"UNRESOLVED — needs manual review JN-1849 Mops, Microfiber, 24","UNRESOLVED — needs manual review Mops, JN-1849, 24 in Size, Microfiber, Flat Mop","Mops, Microfiber, 24",,,,,,,,,,,,,,,,,,,,,,,,,,,Mops,Size,24,in,Material,Microfiber,,Product Type,Flat Mop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,22,Appliances,Large Appliances,Dishwashers,1515822,DW-1920,DW-1920 TOP CONTROL DISHWASHER 54 dBA BLACK STAINLESS,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Samsung Electronics,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,DW-1920,,Appliances & Large Appliances & Dishwashers,"UNRESOLVED — needs manual review, Dishwasher, DW-1920, Built-in Mounting",DISHWASHER BLTLN SST SST 120V 15A 54DBA,"UNRESOLVED — needs manual review® DW-1920 Dishwasher, Built-in Mounting, Stainless Steel, Black Stainless","UNRESOLVED — needs manual review® Dishwasher, 120 V, 15 A, Built-in Mounting, 54 dBA Sound Level, Stainless Steel, Black Stainless, Additional Information: Top control dishwasher with 54 dBA sound level in black stainless finish.","Dishwasher, Built-in Mounting, Stainless Steel, Black Stainless",,,,,,,,,,,,,,,,,,,,,,,,,,,Dishwashers,Series,,,Model,,,Number of Wash Cycles,,,Voltage Rating,120,V,Amperage Rating,15,A,Mounting Type,Built-in,,Plug Type,,,Size,,,Depth With Door Open,,,Minimum Height,,,Maximum Height,,,Sound Level,54,dBA,Material,Stainless Steel,,Color,Black Stainless,,Additional Information,Top control dishwasher with 54 dBA sound level in black stainless finish.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,23,Automotive,Batteries,AGM Batteries,1515823,AU-1176,AU-1176 12V AGM BATTERY GRP 24 707CCA,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Interstate Batteries,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,AU-1176,,Automotive & Batteries & AGM Batteries,"UNRESOLVED — needs manual review, AGM Batteries, AU-1176",AGM BATTERIES AU-1176 12 V VOLTAGE AGM B,"UNRESOLVED — needs manual review AU-1176 AGM Batteries, 12","UNRESOLVED — needs manual review AGM Batteries, AU-1176, 12 V Voltage, AGM, 24, 707 CCA Cold Cranking Amps",AGM Batteries,,,,,,,,,,,,,,,,,,,,,,,,,,,AGM Batteries,Voltage,12,V,Battery Type,AGM,,Group Size,24,,Cold Cranking Amps,707,CCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,24,Fasteners,Structural Fasteners,Joist Hangers,1515824,FAS2-1179,FAS2-1179 JOIST HANGER GALV,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Simpson,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,FAS2-1179,,Fasteners & Structural Fasteners & Joist Hangers,"UNRESOLVED — needs manual review, Joist Hangers, FAS2-1179",JOIST HANGERS FAS2-1179 GALVANIZED FINIS,UNRESOLVED — needs manual review FAS2-1179 Joist Hangers,"UNRESOLVED — needs manual review Joist Hangers, FAS2-1179, Galvanized, Joist Hanger",Joist Hangers,,,,,,,,,,,,,,,,,,,,,,,,,,,Joist Hangers,Finish,Galvanized,,Product Type,Joist Hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,25,Tools,Power Tools,Circular Saws,1515825,PT2-1418,"PT2-1418 6.5"" CIRC SAW 15A CORDED",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita USA,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,PT2-1418,,Tools & Power Tools & Circular Saws,"UNRESOLVED — needs manual review, Circular Saws, PT2-1418",CIRCULAR SAWS PT2-1418 15 A AMPERAGE 6.5,UNRESOLVED — needs manual review PT2-1418 Circular Saws,"UNRESOLVED — needs manual review Circular Saws, PT2-1418, 15 A Amperage, 6.5 in Blade Size, Corded",Circular Saws,,,,,,,,,,,,,,,,,,,,,,,,,,,Circular Saws,Amperage,15,A,Blade Size,6.5,in,Power Source,Corded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,26,Plumbing,Fittings & Valves,Ball Valves,1515826,VLV-1742,"VLV-1742 1/2"" BALL VLV FULL PORT",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Eaton,UNRESOLVED — needs manual review,UNRESOLVED — needs manual review,,VLV-1742,,Plumbing & Fittings & Valves & Ball Valves,"UNRESOLVED — needs manual review, Ball Valves, VLV-17421/2",BALL VALVES VLV-1742 1/2 IN SIZE FULL PO,"UNRESOLVED — needs manual review VLV-1742 Ball Valves, 1/2","UNRESOLVED — needs manual review Ball Valves, VLV-1742, 1/2 in Size, Full Port, Ball Valve","Ball Valves, 1/2",,,,,,,,,,,,,,,,,,,,,,,,,,,Ball Valves,Size,1/2,in,Port Type,Full Port,,Product Type,Ball Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
