row_index,mfg_part_num,part_desc,brand_e1,brand_unilog,brand_dib,part_manuf,placeholder_flags,coarse_category,is_dishwasher,classification_method
754,CBL-1401,CBL-1401 CAT5 PATCH CABLE 100FT,,,,Belden,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Belden', '_distributor_code': None, '_distributor_cluster': 'Belden Inc'}",Electrical > Wire & Cable > Network Cables,False,llm-classified
755,EL2-1583,EL2-1583 GFCI RECEPT 15A 125V TR IVORY,,,,Leviton Mfg,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Mfg', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > GFCI Receptacles,False,llm-classified
756,AU-1301,AU-1301 12V AGM BATTERY GRP 35 624CCA,,,,Interstate Battery Sys,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Battery Sys', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries > Automotive Batteries,False,llm-classified
757,SF-1206,SF-1206 SAFETY GLASSES CLR ANTI-FOG ANSI Z87.1,,,,3M Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Company', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
758,EL-1248,EL-1248 10/3 NM-B ROMEX 250',,,,Southwire Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Southwire Co.', '_distributor_code': None, '_distributor_cluster': 'Southwire Company'}",Electrical > Wire & Cable > Building Wire,False,llm-classified
759,LB-1863,LB-1863 A19 LED 9W 4000K DIM 6PK,,,,Signify NA,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Signify NA', '_distributor_code': None, '_distributor_cluster': 'Signify NA'}",Lighting > Bulbs > LED Bulbs,False,llm-classified
760,AU-1839,AU-1839 12V AGM BATTERY GRP 35 732CCA,,,,Interstate Batteries,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Batteries', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries > Automotive Batteries,False,llm-classified
761,CBL-1020,CBL-1020 CAT5 CABLE 100FT,,,,Belden,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Belden', '_distributor_code': None, '_distributor_cluster': 'Belden Inc'}",Electrical > Wire & Cable > Network Cables,False,llm-classified
762,SF2-1482,SF2-1482 NITRILE GLOVE PF LG 100CT,,,,Ansell Ltd,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Ansell Ltd', '_distributor_code': None, '_distributor_cluster': 'Ansell Ltd'}",Safety > Hand Protection > Disposable Gloves,False,llm-classified
763,AB-1496,AB-1496 120GRIT CUTOFF DISC 4.5 in.,,,,3M Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Co.', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Cut-Off Wheels > Cutting Discs,False,llm-classified
764,AB-1455,AB-1455 40GRIT SANDING BELT 4in,,,,3M Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Company', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Abrasives > Sanding Belts > Power Sanding Belts,False,llm-classified
765,EL2-1719,EL2-1719 DECORA SWITCH 20A WHITE,,,,Leviton Mfg,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Mfg', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > Switches,False,llm-classified
766,AB2-1756,AB2-1756 7 in. CUT WHL METAL,,,,Norton Abrasives,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Norton Abrasives', '_distributor_code': None, '_distributor_cluster': 'Norton Abrasives'}",Abrasives > Cut-Off Wheels > Metal Cutting Wheels,False,llm-classified
767,LB-1156,LB-1156 A19 LED 12W 3000K DIM 2PK,,,,Signify North America,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Signify North America', '_distributor_code': None, '_distributor_cluster': 'Signify North America'}",Lighting > Bulbs > LED Bulbs,False,llm-classified
768,AU-1170,AU-1170 12V AGM BATTERY GRP 24 762CCA,,,,Interstate Batteries,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Batteries', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries > Automotive Batteries,False,llm-classified
769,HV-1819,HV-1819 PROGRAMMABLE THERMOSTAT 5-2 DAY DIGITAL,,,,Honeywell Intl,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Intl', '_distributor_code': None, '_distributor_cluster': 'Honeywell Intl'}",HVAC > Thermostats > Programmable Thermostats,False,llm-classified
770,DW-1022,DW-1022 TOP CONTROL DISHWASHER 55 dBA WHITE,,,,Bosch,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Bosch', '_distributor_code': None, '_distributor_cluster': 'Bosch'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
771,FAS2-1923,FAS2-1923 ANGLE BRACKET GALV,,,,Simpson Strong Tie Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson Strong Tie Co', '_distributor_code': None, '_distributor_cluster': 'Simpson Strong Tie Co'}",Fasteners > Structural Hardware > Angle Brackets,False,llm-classified
772,VLV-1485,VLV-1485 3/4IN BALL VLV FULL PORT,,,,Eaton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
773,EL-1151,EL-1151 12/2 NM-B ROMEX 250FT,,,,Southwire,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Southwire', '_distributor_code': None, '_distributor_cluster': 'Southwire Company'}",Electrical > Wire & Cable > Building Wire,False,llm-classified
774,SF-1911,SF-1911 SAFETY GLASSES CLEAR ANTI-FOG ANSI Z87.1,,,,3M Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Co.', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
775,SF-1308,SF-1308 SAFETY GLASSES CLR ANTI-FOG ANSI Z87.1,,,,3M Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Co.', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
776,SF2-1088,SF2-1088 NITRILE GLOVES PF SM 100CT,,,,Ansell Limited,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Ansell Limited', '_distributor_code': None, '_distributor_cluster': 'Ansell Limited'}",Safety > Hand Protection > Disposable Gloves,False,llm-classified
777,VLV-1792,"VLV-1792 1"" BALL VLV FULL PORT",,,,Eaton,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
778,LG-1551,LG-1551 56V CORDLESS STRING TRIMMER,,,,EGO,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO', '_distributor_code': None, '_distributor_cluster': 'EGO'}",Lawn & Garden > Outdoor Power Equipment > String Trimmers,False,llm-classified
779,PL2-1641,PL2-1641 1/2IN CU 90 ELBOW,,,,Nibco,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Nibco', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Fittings & Valves > Copper Fittings,False,llm-classified
780,SF2-1446,SF2-1446 NITRILE GLOVES PF SM 100CT,,,,Ansell Limited,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Ansell Limited', '_distributor_code': None, '_distributor_cluster': 'Ansell Limited'}",Safety > Personal Protective Equipment > Disposable Gloves,False,llm-classified
781,PT-1247,PT-1247 20V CORDLESS IMPACT DRIVER KIT,,,,DEWALT,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'DEWALT', '_distributor_code': None, '_distributor_cluster': 'DEWALT'}",Tools > Power Tools > Impact Drivers,False,llm-classified
782,JN-1665,"JN-1665 24"" MICROFIBER FLAT MOP",,,,Rubbermaid Comm,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Rubbermaid Comm', '_distributor_code': None, '_distributor_cluster': 'Rubbermaid Commercial'}",Janitorial > Floor Care > Mops,False,llm-classified
783,HT-1148,HT-1148 12-IN ADJUSTABLE WRENCH CHROME VANADIUM,,,,Klein Tools,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
784,HV-1664,HV-1664 25X25X1 MERV11 PLEATED FILTR,,,,Honeywell Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Inc', '_distributor_code': None, '_distributor_cluster': 'Honeywell Inc'}",HVAC > Air Filtration > Air Filters,False,llm-classified
785,RF-1492,RF-1492 SIDE BY SIDE REFRIGERATOR 28 CU FT,,,,Whirlpool Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Whirlpool Corporation', '_distributor_code': None, '_distributor_cluster': 'Whirlpool Corporation'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
786,TOOL2-1214,TOOL2-1214 M12 ANGLE GRINDER KIT,,,,Milwaukee Tool,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Milwaukee Tool', '_distributor_code': None, '_distributor_cluster': 'Milwaukee Tool'}",Tools > Power Tools > Grinders,False,llm-classified
787,VLV-1027,"VLV-1027 1/2"" BALL VLV BRZ THD",,,,Eaton Corp,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Eaton Corp', '_distributor_code': None, '_distributor_cluster': 'Eaton Corporation'}",Plumbing > Fittings & Valves > Ball Valves,False,llm-classified
788,AU-1192,AU-1192 12V AGM BATTERY GRP 24 685CCA,,,,Interstate Battery Sys,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Battery Sys', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries & Accessories > Automotive Batteries,False,llm-classified
789,RF-1712,RF-1712 SIDE BY SIDE REFRIGERATOR 19 CU FT,,,,Whirlpool Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Whirlpool Corporation', '_distributor_code': None, '_distributor_cluster': 'Whirlpool Corporation'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
790,RF-1859,RF-1859 TOP FREEZER REFRIGERATOR 21 CU FT,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
791,HV-1114,HV-1114 PROGRAMMABLE THERMOSTAT 5-2 DAY DIGITAL,,,,Honeywell Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Inc', '_distributor_code': None, '_distributor_cluster': 'Honeywell Inc'}",HVAC > Thermostats > Digital Thermostats,False,llm-classified
792,EL-1195,EL-1195 12/2 NM-B ROMEX 250 FT,,,,Southwire,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Southwire', '_distributor_code': None, '_distributor_cluster': 'Southwire Company'}",Electrical > Wire & Cable > NM-B Cable,False,llm-classified
793,EL-1014,EL-1014 12/2 NM-B ROMEX 250FT,,,,Southwire Company,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Southwire Company', '_distributor_code': None, '_distributor_cluster': 'Southwire Company'}",Electrical > Wire & Cable > NM-B Cable,False,llm-classified
794,LB-1138,LB-1138 LED FLAT PANEL 2X4 50W 4000K,,,,Signify NA,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Signify NA', '_distributor_code': None, '_distributor_cluster': 'Signify NA'}",Lighting > Commercial Lighting > LED Flat Panels,False,llm-classified
795,PT-1128,PT-1128 20V MAX CORDLESS IMPACT DRIVER KIT,,,,DEWALT Industrial,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'DEWALT Industrial', '_distributor_code': None, '_distributor_cluster': 'DEWALT Industrial'}",Tools > Power Tools > Impact Drivers,False,llm-classified
796,DW-1089,DW-1089 FRONT CONTROL DISHWASHER 38 dBA BLACK STAINLESS,,,,Frigidaire,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Frigidaire', '_distributor_code': None, '_distributor_cluster': 'Frigidaire'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
797,HV-1309,HV-1309 PROGRAMMABLE THERMOSTAT 7-DAY DIGITAL,,,,Honeywell International,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell International', '_distributor_code': None, '_distributor_cluster': 'Honeywell International'}",HVAC > Thermostats > Digital Thermostats,False,llm-classified
798,CBL-1894,CBL-1894 CAT6 PATCH CABLE 100FT,,,,Belden,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Belden', '_distributor_code': None, '_distributor_cluster': 'Belden Inc'}",Electrical > Networking & Data > Patch Cables,False,llm-classified
799,PT-1691,PT-1691 12V MAX CORDLESS IMPACT DRIVER KIT,,,,DEWALT Industrial,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'DEWALT Industrial', '_distributor_code': None, '_distributor_cluster': 'DEWALT Industrial'}",Tools > Power Tools > Impact Drivers,False,llm-classified
800,PT-1706,PT-1706 18V CORDLESS DRILL DRIVER KIT,,,,DEWALT Industrial,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'DEWALT Industrial', '_distributor_code': None, '_distributor_cluster': 'DEWALT Industrial'}",Tools > Power Tools > Drill Drivers,False,llm-classified
801,RF-1826,RF-1826 SIDE BY SIDE REFRIGERATOR 19 CU FT,,,,LG Electronics,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'LG Electronics', '_distributor_code': None, '_distributor_cluster': 'LG Electronics'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
802,HT-1707,"HT-1707 8"" ADJUSTABLE WRENCH CHROME VANADIUM",,,,Klein Tools,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein Tools', '_distributor_code': None, '_distributor_cluster': 'Klein Tools Inc'}",Tools > Hand Tools > Wrenches,False,llm-classified
803,RF-1369,RF-1369 FRENCH DOOR REFRIGERATOR 27 CU FT,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
804,DW-1631,DW-1631 BUILT-IN DISHWASHER 55 dBA STAINLESS STEEL,,,,Frigidaire,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Frigidaire', '_distributor_code': None, '_distributor_cluster': 'Frigidaire'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
805,EL2-1633,EL2-1633 DECORA SWITCH 20A WHT,,,,Leviton Mfg,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Mfg', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > Switches,False,llm-classified
806,RF-1310,RF-1310 SIDE BY SIDE REFRIGERATOR 25 CU FT,,,,LG Electronics,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'LG Electronics', '_distributor_code': None, '_distributor_cluster': 'LG Electronics'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
807,ADH-1498,ADH-1498 SILICONE SEALANT 3OZ TUBE,,,,Henkel Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Henkel Corporation', '_distributor_code': None, '_distributor_cluster': 'Henkel Corporation'}",Adhesives > Sealants > Silicone Sealants,False,llm-classified
808,DW-1743,DW-1743 BUILT-IN DISHWASHER 47 dBA STAINLESS STEEL,,,,Whirlpool Corporation,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Whirlpool Corporation', '_distributor_code': None, '_distributor_cluster': 'Whirlpool Corporation'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
809,AU-1977,AU-1977 12V AGM BATTERY GRP 35 751CCA,,,,Interstate Batteries,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate Batteries', '_distributor_code': None, '_distributor_cluster': 'Interstate Battery Sys'}",Automotive > Batteries & Accessories > Automotive Batteries,False,llm-classified
810,PL2-1762,PL2-1762 1/2IN CU 90 ELBOW,,,,Nibco Inc,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Nibco Inc', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Pipe Fittings > Copper Fittings,False,llm-classified
811,JN-1673,JN-1673 24 in. MICROFIBER MOP PAD,,,,Rubbermaid Commercial,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Rubbermaid Commercial', '_distributor_code': None, '_distributor_cluster': 'Rubbermaid Commercial'}",Janitorial > Floor Care > Mop Pads,False,llm-classified
812,SF-1414,SF-1414 SAFETY GLASSES CLEAR ANTI-FOG ANSI Z87.1,,,,3M Co.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': '3M Co.', '_distributor_code': None, '_distributor_cluster': '3M Company'}",Safety > Eye Protection > Safety Glasses,False,llm-classified
813,PL2-1708,PL2-1708 1/2IN CU 90 ELBOW,,,,NIBCO INC.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'NIBCO INC.', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Pipe Fittings > Copper Fittings,False,llm-classified
814,ADH-1471,ADH-1471 EPOXY 10.1OZ TUBE,,,,Loctite,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Loctite', '_distributor_code': None, '_distributor_cluster': 'Loctite'}",Adhesives > Epoxy > Structural Epoxy,False,llm-classified
815,AU-1488,AU-1488 12V AGM BATTERY GRP 35 633CCA,,,,Interstate,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Interstate', '_distributor_code': None, '_distributor_cluster': 'Interstate'}",Automotive > Batteries & Accessories > Automotive Batteries,False,llm-classified
816,HV-1671,HV-1671 20X20X1 MERV8 PLEATED FILTR,,,,Honeywell Intl,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Intl', '_distributor_code': None, '_distributor_cluster': 'Honeywell Intl'}",HVAC > Air Filtration > Air Filters,False,llm-classified
817,BM-1175,BM-1175 5/8IN OSB SHEATHING 4X8 SHEET,,,,GP,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GP', '_distributor_code': None, '_distributor_cluster': 'GP'}",Hardware > Building Materials > OSB Panels,False,llm-classified
818,PL2-1013,PL2-1013 1IN COPPER TEE CXCXC,,,,Nibco,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Nibco', '_distributor_code': None, '_distributor_cluster': 'NIBCO INC.'}",Plumbing > Pipe Fittings > Copper Fittings,False,llm-classified
819,LG-1119,LG-1119 40V CORDLESS STRING TRIMMER,,,,EGO Power+,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO Power+', '_distributor_code': None, '_distributor_cluster': 'EGO Power+'}",Lawn & Garden > Outdoor Power Equipment > String Trimmers,False,llm-classified
820,EL2-1404,EL2-1404 DECORA ROCKER SWITCH 20A WHT,,,,Leviton Manufacturing,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Manufacturing', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > Switches,False,llm-classified
821,HT-1005,HT-1005 8 in. ADJUSTABLE WRENCH CHROME VANADIUM,,,,Klein,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Klein', '_distributor_code': None, '_distributor_cluster': 'Klein'}",Tools > Hand Tools > Wrenches,False,llm-classified
822,RF-1018,RF-1018 TOP FREEZER REFRIGERATOR 26 CU FT,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Large Appliances > Refrigerators,False,llm-classified
823,PT2-1547,"PT2-1547 6.5"" CIRC SAW 15A CORDED",,,,Makita,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Makita', '_distributor_code': None, '_distributor_cluster': 'Makita USA'}",Tools > Power Tools > Circular Saws,False,llm-classified
824,JN-1918,JN-1918 18 in. MICROFIBER MOP PAD,,,,Rubbermaid Comm,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Rubbermaid Comm', '_distributor_code': None, '_distributor_cluster': 'Rubbermaid Commercial'}",Janitorial > Floor Care > Mop Pads,False,llm-classified
825,DW-1108,DW-1108 FRONT CONTROL DISHWASHER 48 dBA WHITE,,,,Frigidaire,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Frigidaire', '_distributor_code': None, '_distributor_cluster': 'Frigidaire'}",Appliances > Large Appliances > Dishwashers,True,llm-classified
826,AB2-1689,"AB2-1689 9"" GRIND WHL A24 TYPE27",,,,Norton Abr.,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Norton Abr.', '_distributor_code': None, '_distributor_cluster': 'Norton Abr.'}",Abrasives > Grinding Wheels > Depressed Center Wheels,False,llm-classified
827,PT-1265,PT-1265 18V CORDLESS IMPACT DRIVER KIT,,,,DEWALT,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'DEWALT', '_distributor_code': None, '_distributor_cluster': 'DEWALT'}",Tools > Power Tools > Impact Drivers,False,llm-classified
828,FAS2-1618,FAS2-1618 POST BASE ZMAX,,,,Simpson,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson', '_distributor_code': None, '_distributor_cluster': 'Simpson'}",Fasteners > Structural Hardware > Post Bases,False,llm-classified
829,HV-1764,HV-1764 20X30X1 MERV8 PLEATED FILTR,,,,Honeywell Intl,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Honeywell Intl', '_distributor_code': None, '_distributor_cluster': 'Honeywell Intl'}",HVAC > Air Filtration > Air Filters,False,llm-classified
830,FAS2-1080,FAS2-1080 JOIST HANGER GALV,,,,Simpson Strong-Tie,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson Strong-Tie', '_distributor_code': None, '_distributor_cluster': 'Simpson Strong Tie Co'}",Fasteners > Structural Hardware > Joist Hangers,False,llm-classified
831,FA-1189,FA-1189 16D FINISH NAIL 2.5-IN 1LB BOX,,,,Fastenal Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Fastenal Co', '_distributor_code': None, '_distributor_cluster': 'Fastenal Company'}",Fasteners > Nails > Finish Nails,False,llm-classified
832,UNK-9005,MISC HDW ASSTD,,,,,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': True, '_distributor_name': 'Unknown', '_distributor_code': None, '_distributor_cluster': 'Unknown'}",Hardware > General Hardware > Assorted Hardware,False,llm-classified
833,LG-1191,LG-1191 40V CORDLESS HEDGE TRIMMER,,,,EGO,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'EGO', '_distributor_code': None, '_distributor_cluster': 'EGO'}",Lawn & Garden > Outdoor Power Equipment > Hedge Trimmers,False,llm-classified
834,FAS2-1829,FAS2-1829 ANGLE BRACKET GALV,,,,Simpson Strong Tie Co,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Simpson Strong Tie Co', '_distributor_code': None, '_distributor_cluster': 'Simpson Strong Tie Co'}",Fasteners > Structural Hardware > Angle Brackets,False,llm-classified
835,MW-1912,MW-1912 OVER THE RANGE MICROWAVE 1006W,,,,GE Appliances,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'GE Appliances', '_distributor_code': None, '_distributor_cluster': 'GE Appliances'}",Appliances > Kitchen Appliances > Microwaves,False,llm-classified
836,EL2-1271,EL2-1271 GFCI RECEPT 20A 125V TR WHT,,,,Leviton Manufacturing,"{'brand_e1': True, 'brand_unilog': True, 'brand_dib': True, 'part_manuf': False, '_distributor_name': 'Leviton Manufacturing', '_distributor_code': None, '_distributor_cluster': 'Leviton Manufacturing'}",Electrical > Wiring Devices > GFCI Receptacles,False,llm-classified
